বই,হাদিস নাম্বার,হাদিসের মান,আরবি,বর্ণনাকারী,বাংলা
সুনানে আন-নাসায়ী,৩৭০৬,সহিহ হাদিস,أَخْبَرَنَا هِلَالُ بْنُ الْعَلَاءِ، قَالَ: حَدَّثَنَا أَبِي، قَالَ: حَدَّثَنَا عُبَيْدُ اللَّهِ وَهُوَ ابْنُ عَمْرٍو، عَنْ سُفْيَانَ، عَنْ ابْنِ أَبِي نَجِيحٍ، عَنْ طَاوُسٍ، عَنْ زَيْدِ بْنِ ثَابِتٍ، عَنِ النَّبِيِّ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ قَالَ: «الرُّقْبَى جَائِزَةٌ»,যায়দ ইব্‌ন সাবিত (রাঃ) থেকে বর্ণিত:,নবী (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) থেকে বর্ণিত। তিনি বলেন: রুক্‌বা [১] বৈধ (কার্যকর)।
সুনানে আন-নাসায়ী,৩৭০৭,সহিহ লিগাইরিহি,أَخْبَرَنِي مُحَمَّدُ بْنُ عَلِيِّ بْنِ مَيْمُونٍ، قَالَ: حَدَّثَنَا مُحَمَّدٌ وَهُوَ ابْنُ يُوسُفَ، قَالَ: حَدَّثَنَا سُفْيَانُ، عَنْ ابْنِ أَبِي نَجِيحٍ، عَنْ طَاوُسٍ، عَنْ رَجُلٍ، عَنْ زَيْدِ بْنِ ثَابِتٍ: «أَنَّ النَّبِيَّ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ جَعَلَ الرُّقْبَى لِلَّذِي أُرْقِبَهَا»,যায়দ ইব্‌ন সাবিত (রাঃ) থেকে বর্ণিত:,নবী (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) ‘রুক্‌বা’-কে ঐ ব্যক্তির জন্য সাব্যস্ত করেছেন (আইনগত মালিকানা দিয়েছেন) যাকে তা ‘রুক্‌বা’ (-রূপে দান) করা হয়েছে।
সুনানে আন-নাসায়ী,৩৭০৮,সহিহ হাদিস,أَخْبَرَنَا زَكَرِيَّا بْنُ يَحْيَى، قَالَ: حَدَّثَنَا عَبْدُ الْجَبَّارِ بْنُ الْعَلَاءِ، قَالَ: حَدَّثَنَا سُفْيَانُ، عَنْ ابْنِ أَبِي نَجِيحٍ، عَنْ طَاوُسٍ، لَعَلَّهُ، عَنْ ابْنِ عَبَّاسٍ، قَالَ: «لَا رُقْبَى، فَمَنْ أُرْقِبَ شَيْئًا فَهُوَ سَبِيلُ الْمِيرَاثِ»,ইব্‌ন আব্বাস (রাঃ) থেকে বর্ণিত:,"তিনি বলেন, রুক্‌বা করা উচিত নয়, তবে যার জন্য কিছু রুক্‌বা করা হয় তা মীরাসের পন্থায় চলবে।"
সুনানে আন-নাসায়ী,৩৭০৯,সহিহ হাদিস,أَخْبَرَنِي مُحَمَّدُ بْنُ وَهْبٍ، قَالَ: حَدَّثَنَا مُحَمَّدُ بْنُ سَلَمَةَ، قَالَ: حَدَّثَنِي أَبُو عَبْدِ الرَّحِيمِ، قَالَ: حَدَّثَنِي زَيْدٌ، عَنْ أَبِي الزُّبَيْرِ، عَنْ طَاوُسٍ، عَنْ ابْنِ عَبَّاسٍ، عَنْ رَسُولِ اللَّهِ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ قَالَ: «لَا تُرْقِبُوا أَمْوَالَكُمْ، فَمَنْ أَرْقَبَ شَيْئًا فَهُوَ لِمَنْ أُرْقِبَهُ»,ইব্‌ন আব্বাস (রাঃ) থেকে বর্ণিত:,"রাসূলুল্লাহ্ (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) থেকে বর্ণিত। তিনি বলেন: নিজেদের মালে তোমরা রুক্‌বা করো না। তবুও যদি কেউ কোন বস্তুর রুক্‌বা করে, তবে যার জন্য রুক্‌বা করা হয়, ঐ বস্তু তারই হয়ে যাবে।"
সুনানে আন-নাসায়ী,৩৭১০,সহিহ হাদিস,أَخْبَرَنَا أَحْمَدُ بْنُ حَرْبٍ، قَالَ: حَدَّثَنَا أَبُو مُعَاوِيَةَ، عَنْ حَجَّاجٍ، عَنْ أَبِي الزُّبَيْرِ، عَنْ طَاوُسٍ، عَنْ ابْنِ عَبَّاسِ، قَالَ: قَالَ رَسُولُ اللَّهِ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ: «الْعُمْرَى جَائِزَةٌ لِمَنْ أُعْمِرَهَا، وَالرُّقْبَى جَائِزَةٌ لِمَنْ أُرْقِبَهَا، وَالْعَائِدُ فِي هِبَتِهِ كَالْعَائِدِ فِي قَيْئِهِ»,ইব্‌ন আব্বাস (রাঃ) থেকে বর্ণিত:,"তিনি বলেন: রাসূলুল্লাহ্ (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) বলেছেন: ‘উম্‌রা’ (কাউকে তার হায়াতকালের জন্য কিছু দান করা) জায়েয (কার্যকর), আর তখন তা তারই হয়ে যাবে, যাকে দেয়া হবে। আর রুক্‌বা ঐ ব্যক্তির জন্য (কার্যকর) হয়ে যায়, যার জন্য তা করা হয়। দান করে ফেরত গ্রহণকারী ঐ ব্যক্তির মত, যে বমি করে তা আবার খায়।"
সুনানে আন-নাসায়ী,৩৭১১,সহিহ মারফু,أَخْبَرَنَا مُحَمَّدُ بْنُ بَشَّارٍ، قَالَ: حَدَّثَنَا يَحْيَى، قَالَ: حَدَّثَنَا سُفْيَانُ، عَنْ أَبِي الزُّبَيْرِ، عَنْ طَاوُسٍ، عَنْ ابْنِ عَبَّاسٍ، قَالَ: «الْعُمْرَى وَالرُّقْبَى سَوَاءٌ» --- [حكم الألباني] صحيح مرفوعا,ইব্‌ন আব্বাস (রাঃ) থেকে বর্ণিত:,তিনি বলেন: উম্‌রা এবং রুক্‌বা সমান (কার্যকর)।
সুনানে আন-নাসায়ী,৩৭১২,সহিহ হাদিস,أَخْبَرَنَا أَحْمَدُ بْنُ سُلَيْمَانَ، قَالَ: حَدَّثَنَا يَعْلَى، قَالَ: حَدَّثَنَا سُفْيَانُ، عَنْ أَبِي الزُّبَيْرِ، عَنْ طَاوُسٍ، عَنْ ابْنِ عَبَّاسٍ، قَالَ: «لَا تَحِلُّ الرُّقْبَى وَلَا الْعُمْرَى، فَمَنْ أُعْمِرَ شَيْئًا فَهُوَ لَهُ، وَمَنْ أُرْقِبَ شَيْئًا فَهُوَ لَهُ»,ইব্‌ন আব্বাস (রাঃ) থেকে বর্ণিত:,"তিনি বলেন: রুক্‌বা এবং উম্‌রা করা (উচিত) নয়। যাকে উম্‌রা হিসেবে কোন বস্তু দান করা হয়, তা তারই হয়ে যায়। আর যাকে রুক্‌বা হিসাবে কোন কিছু দেয়া হয়, তা তারই হয়ে যায়।"
সুনানে আন-নাসায়ী,৩৭১৩,সহিহ হাদিস,"أَخْبَرَنَا أَحْمَدُ بْنُ سُلَيْمَانَ، قَالَ: حَدَّثَنَا مُحَمَّدُ بْنُ بِشْرٍ، قَالَ: حَدَّثَنَا حَجَّاجٌ، عَنْ أَبِي الزُّبَيْرِ، عَنْ طَاوُسٍ، عَنْ ابْنِ عَبَّاسٍ، قَالَ: «لَا تَصْلُحُ الْعُمْرَى وَلَا الرُّقْبَى، فَمَنْ أَعْمَرَ شَيْئًا أَوْ أَرْقَبَهُ، فَإِنَّهُ لِمَنْ أُعْمِرَهُ وَأُرْقِبَهُ حَيَاتَهُ وَمَوْتَهُ» أَرْسَلَهُ حَنْظَلَةُ """,ইব্‌ন আব্বাস (রাঃ) থেকে বর্ণিত:,"তিনি বলেন: উম্‌রা এবং রুক্‌বা করা সুষ্ঠু (পদ্ধতি) নয়। তবে যদি কোন ব্যক্তি উম্‌রা বা রুক্‌বা হিসেবে কাউকে কোন বস্তু দান করে, তবে জীবনে ও মরণে তা ঐ ব্যক্তিরই হয়ে যায় যাকে উম্‌রা বা রুক্‌বা করা হয়েছে।"
সুনানে আন-নাসায়ী,৩৭১৪,সহিহ লিগাইরিহি,أَخْبَرَنَا مُحَمَّدُ بْنُ حَاتِمٍ، قَالَ: أَنْبَأَنَا حِبَّانُ، قَالَ: حَدَّثَنَا عَبْدُ اللَّهِ، عَنْ حَنْظَلَةَ، أَنَّهُ سَمِعَ طَاوُسًا، يَقُولُ: قَالَ رَسُولُ اللَّهِ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ: «لَا تَحِلُّ الرُّقْبَى، فَمَنْ أُرْقِبَ رُقْبَى فَهُوَ سَبِيلُ الْمِيرَاثِ»,হান্‌যালা (রহঃ) থেকে বর্ণিত:,"তিনি তাউস (রহঃ)-কে বলতে শুনেছেন যে, রাসূলুল্লাহ্ (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) বলেছেন: রুক্‌বা করা হালাল নয়। এরপরও কাউকে রুক্‌বা হিসাবে কোন বস্তু দান করা হয়, তবে তা মীরাসরূপে গণ্য হবে।"
সুনানে আন-নাসায়ী,৩৭১৫,সহিহ হাদিস,أَخْبَرَنِي عَبْدَةُ بْنُ عَبْدِ الرَّحِيمِ، عَنْ وَكِيعٍ، قَالَ: حَدَّثَنَا سُفْيَانُ، عَنْ ابْنِ أَبِي نَجِيحٍ، عَنْ طَاوُسٍ، عَنْ زَيْدِ بْنِ ثَابِتٍ، قَالَ: قَالَ رَسُولُ اللَّهِ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ: «الْعُمْرَى مِيرَاثٌ»,যায়দ ইব্‌ন সাবিত (রাঃ) থেকে বর্ণিত:,তিনি বলেন: রাসূলুল্লাহ্ (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) বলেছেন: উম্‌রা মীরাস হবে।
