বই,হাদিস নাম্বার,হাদিসের মান,আরবি,বর্ণনাকারী,বাংলা
১০০ সুসাব্যস্ত হাদিস,৪৮,সহিহ হাদিস,,আবূ সাঈদ খুদরী (রাঃ) থেকে বর্ণিত:,"তিনি বলেন, রাসূলুল্লাহ (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) যখন কোন নতুন কাপড় পেতেন, তখন সেটা জামা অথবা পাগড়ি যা হতো সেই নাম উচ্চারন করে বলতেন, ‘আল্লাহুম্মা লাকাল হামদু, আন্তা কাসাউতানী-হ, আস-আলুকা মিন খায়রিহি ওয়া খায়রি মা সুনিয়া লাহু, ওয়া আউযু বিকা মিন শার্‌রিহি ওয়া শার্‌বি মা সুনিয়া লাহ’। অর্থাৎ, হে আল্লাহ্ তোমারই জন্য সকল প্রশংসা। তুমিই আমাকে এ কাপড় পরিয়েছো। আমি তোমার কাছে এর মধ্যে নিহিত কল্যাণ ও এটা যে জন্য তৈরি করা হয়েছে সেসব কল্যাণ প্রার্থনা করছি। আর আমি এ অনিষ্ট এবং এটি যার জন্য তৈরী করা হয়েছে তার অনিষ্ট থেকে তোমার আশ্রয় কামনা করছি।"
১০০ সুসাব্যস্ত হাদিস,৪৯,সহিহ হাদিস,,আবূ হুরায়রা (রাঃ) থেকে বর্ণিত:,"তিনি বলেন, রাসূলুল্লাহ (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) বলেছেন, “তোমাদের কেউ যখন জুতো পরবে, তখন সে যেন ডান পা দিয়ে শুরু করে এবং যখন জুতো খুলবে, তখন যেন বাঁ পা থেকে আরম্ভ করে। আর জুতো পরলে দু’টোই পড়বে, খুলে রাখলে দু’টোই খুলে রাখবে।” (বুখারী ৫৮৫৫, মুসলিম ২০৯৭)"
১০০ সুসাব্যস্ত হাদিস,৫০,সহিহ হাদিস,,উমার ইবনে আবী সালামা (রাঃ) থেকে বর্ণিত:,"তিনি বলেন, আমি একটি বালক হিসেবে রাসূলুল্লাহ (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম)-এর তত্ত্বাবধানে ছিলাম। খাবার পাত্রে আমার হাত এক জায়গায় স্থির থাকতো না। তাই রাসূলুল্লাহ (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) আমাকে বললেন, “হে বালক, আল্লাহ্‌র নাম দিয়ে (বিসমিল্লাহ বলে) ডান হাত দিয়ে নিজের সামনে থেকে খাও।” (বুখারী ৫৩৭৬, মুসলিম ২০২২)"
১০০ সুসাব্যস্ত হাদিস,৫১,সহিহ হাদিস,,আনাস (রাঃ) থেকে বর্ণিত:,"তিনি বলেন, রাসূলুল্লাহ (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) বলেছেন, “অবশ্যই আল্লাহ্‌ এমন বান্দার প্রতি সন্তুষ্ট হন যে খাবার খেয়ে এর (খাবারের) জন্য তাঁর প্রশংসা করে অথবা পান করে এর (পানীয় বস্তুর) জন্য তাঁর প্রশংসা করে।” (মুসলিম ২৭৩৪)"
১০০ সুসাব্যস্ত হাদিস,৫২,সহিহ হাদিস,,আনাস (রাঃ) থেকে বর্ণিত:,"আনাস (রাঃ) নবী করীম (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) থেকে বর্ণনা করেছেন যে, “তিনি দাঁড়িয়ে পান করতে নিষেধ করেছেন।” (মুসলিম ২০২৪)"
১০০ সুসাব্যস্ত হাদিস,৫৩,সহিহ হাদিস,,ইবনে আব্বাস (রাঃ) থেকে বর্ণিত:,"রাসূলুল্লাহ (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) দুধ পান করে কুলি করেছেন এবং বলেছেন, ‘ দুধে তৈলাক্ততা রয়েছে’। (বুখারী ২১১, মুসলিম ৩৫৮)"
১০০ সুসাব্যস্ত হাদিস,৫৪,সহিহ হাদিস,,আবূ হুরায়রা (রাঃ) থেকে বর্ণিত:,"তিনি বলেন, “রাসূলুল্লাহ (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) কখনও কোন খাদ্যের দোষ-ত্রুটি বর্ণনা করেননি। ইচ্ছা হলে আহার করেছেন, অন্যথায় বর্জন করেছেন।” (বুখারী ৫৪০৯, মুসলিম ২০৬৪)"
১০০ সুসাব্যস্ত হাদিস,৫৫,সহিহ হাদিস,,কাআ’ব ইবনে মালিক (রাঃ) থেকে বর্ণিত:,"তিনি বলেন, “রাসূলুল্লাহ (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) তিনটি আঙ্গুলের সাহায্যে আহার করতেন এবং মুছে নেওয়ার পূর্বে স্বীয় হাত চেটে নিতেন।” (মুসলিম ২০৩২)"
১০০ সুসাব্যস্ত হাদিস,৫৬,সহিহ হাদিস,,আবূ যার (রাঃ) থেকে বর্ণিত:,"তিনি বলেন, রাসূলুল্লাহ (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) যমযমের পানি সম্পর্কে বলেন, “উহা বরকতময় পানি। উহা খাদ্যের কাজ করে।” (মুসলিম ২৪৭৩) তায়ালাসী আরো একটু বৃদ্ধি করে বলেন, “এবং তাতে রয়েছে রোগের নিরাময়।”"
১০০ সুসাব্যস্ত হাদিস,৫৭,সহিহ হাদিস,,আনাস ইবনে মালিক (রাঃ) থেকে বর্ণিত:,"তিনি বলেন, রাসূলুল্লাহ (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) ঈদুল ফিতরের দিন কয়েকটি খেজুর না খেয়ে বের হতেন না। অপর এক বর্ণনায় এসেছে, “তিনি বিজোড় সংখ্যক খেজুর খেতেন।” (বুখারী ৯৩৫)"
