বই,হাদিস নাম্বার,হাদিসের মান,আরবি,বর্ণনাকারী,বাংলা
১০০ সুসাব্যস্ত হাদিস,৬,সহিহ হাদিস,,আব্দুল্লাহ ইবনে যায়েদ (রাঃ) থেকে বর্ণিত:,রাসূলুল্লাহ (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) এক অঞ্জলি পানি দিয়ে কুলি করেছেন ও নাকে দিয়েছেন। (মুসলিম ৫৫৫)
১০০ সুসাব্যস্ত হাদিস,৭,সহিহ হাদিস,,আয়েশা (রাঃ) থেকে বর্ণিত:,"রাসূলুল্লাহ (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) যখন ফরয গোসল করতেন, তখন প্রথমে স্বীয় হস্তদ্বয় ধৌত করতেন। অতঃপর নামাযের ওযূর ন্যায় ওযূ করতেন। তারপর তাঁর দু’হাত দিয়ে তিন অঞ্জলি পানি নিজের মাথায় ঢালতেন। পরিশেষে সমপ্ত শরীরে পানি ঢেলে দিতেন।” (বুখারী ২৩৪)"
১০০ সুসাব্যস্ত হাদিস,৮,সহিহ হাদিস,,উমার ইবনে খাত্তাব (রাঃ) থেকে বর্ণিত:,"তিনি বলেন, রাসূলুল্লাহ (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) বলেছেন, “তোমাদের মধ্যে যে কেউ সুন্দর করে অযূ করে বলে, ‘আশহাদু আনলা ইলাহা ইল্লা-ল্লাহু ওয়া আন্না মুহাম্মাদান আ’বদুহু ওয়া রাসূলুহ’ তাঁর জন্য জান্নাতের আটটি দরজা খুলে দেওয়া হবে। সে যেটা দিয়ে ইচ্ছা প্রবেশ করবে।” (মুসলিম ২৩৪)"
১০০ সুসাব্যস্ত হাদিস,৯,সহিহ হাদিস,,আনাস (রাঃ) থেকে বর্ণিত:,"তিনি বলেন, নবী করীম (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) একসা’ হতে পাঁচ মুদ (কম-বেশী ২৫০০ থেকে ৩১২৫ গ্রাম) পর্যন্ত পানি দিয়ে গোসল এবং এক মুদ (কম-বেশী ৬২৫গ্রাম) পানি দিয়ে ওযু করতেন।” (বুখারী ২০১, মুসলিম ৩২৫)"
১০০ সুসাব্যস্ত হাদিস,১০,সহিহ হাদিস,,বর্ণনাকারী থেকে বর্ণিত:,"নবী করীম (সাল্লাল্লাহু ‘আলায়হি ওয়া সাল্লাম) বলেছেন, “যে ব্যক্তি আমার ন্যায় এরূপ অযু করে একাগ্র চিত্তে দু’রাকআত নামায পড়বে, তার পূর্বের সকল গোনাহ মাফ করে দেওয়া হবে।’’ (বুখারী ১৫৯, মুসলিম ৫৩৯)"
১০০ সুসাব্যস্ত হাদিস,১১,সহিহ হাদিস,,আব্দুল্লাহ ইবনে আমর (রাঃ) থেকে বর্ণিত:,"তিনি নবী করীম (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম)-কে বলতে শুনেছেন, তিনি বলেছেন, “যখন তোমরা মুআযযিনের আযান শুনবে, তখন তোমরাও তার সাথে অনুরূপ বলবে। তারপর আমার উপর দরূদ পাঠ করবে। কেননা যে ব্যক্তি আমার উপর একবার দরূদ পাঠ করে, তার উপর আল্লাহ্‌ দশটি রহমত বর্ষণ করেন।” (মুসলিম ৩৮৪) নবীর উপর দরূদ পাঠ করে এই দু’আটি পড়বে, অর্থাৎ, হে আল্লাহ্! এই পূর্ণ আহবান এবং প্রতিষ্ঠিত নামাযের প্রভু, মুহাম্মাদ (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম)-কে সম্মান ও উচ্চতম মর্যাদা দান করো। তাঁকে মাক্কামি মাহমুদে (প্রশংসিত স্থানে) পৌঁছিয়ে দাও, যার প্রতিশ্রুতি তুমি তাঁকে দিয়েছো।” (বুখারী) যে ব্যক্তি এই দুআটি পড়বে, তার জন্য নবীর সুপারিশ ওয়াজিব হয়ে যাবে।"
১০০ সুসাব্যস্ত হাদিস,১২,সহিহ হাদিস,,আবূ হুরায়রা (রাঃ) থেকে বর্ণিত:,"রাসূলুল্লাহ (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) বলেছেন, “আমার উম্মতের উপর যদি কষ্টকর মনে না করতাম, তাহলে তাদেরকে প্রত্যেক নামাযের সময় মিসওয়াক করার নির্দেশ করতাম।” (বুখারী ৮৮৭, মুসলিম ২৫২) ** নিদ্রা থেকে জাগ্রত হয়ে, অযু করার সময়, মুখের গন্ধ পরিবর্তন হলে, কুরআন তেলাওয়াতের সময় এবং বাড়িতে প্রবেশ করে মিসওয়াক করাও সুন্নাতের অন্তর্ভুক্ত।"
১০০ সুসাব্যস্ত হাদিস,১৩,সহিহ হাদিস,,আবূ হুরায়রা (রাঃ) থেকে বর্ণিত:,"তিনি বলেন, রাসূলুল্লাহ (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) বলেছেন, “আর তারা যদি জানতো অগ্রীম নামাযে আসার ফযীলত কত বেশী, তাহলে অবশ্যই তারা আগেই (নামাযের জন্য) আসতো।” (বুখারী ৬১৫, মুসলিম ৪৩৭)"
১০০ সুসাব্যস্ত হাদিস,১৪,সহিহ হাদিস,,আবূ হুরায়রা (রাঃ) থেকে বর্ণিত:,"রাসূলুল্লাহ (সাল্লাল্লাহু ‘আলায়হি ওয়া সাল্লাম) “আমি কি তোমাদের এমন জিনিসের খবর দেবো না যার দ্বারা আল্লাহ্ গোনাহ মাফ করেন এবং তোমাদের মর্যাদা উন্নত হয়? সাহাবাগণ বললেন, অবশ্যই বলুন হে আল্লাহ্‌র রাসুল! তিনি বললেন, তা হচ্ছে, কষ্টের সময় সুন্দরভাবে অযু করা, মসজিদের দিকে বেশী বেশী পদচারণা করা এবং এক নামাযের পর অন্য নামাযের জন্য অপেক্ষা করা। আর ইহা হলো জিহাদে প্রতিরক্ষার কাজের ন্যায়।” (মুসলিম ২৫১)"
১০০ সুসাব্যস্ত হাদিস,১৫,সহিহ হাদিস,,আবূ হুরায়রা (রাঃ) থেকে বর্ণিত:,"তিনি বলেন, আমি রাসূলুল্লাহ (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) কে বলতে শুনেছি, তিনি বলেছেন, “যখন নামায আরম্ভ হয়ে যায়, তখন দৌড়ে তাতে শামিল হয়ো না। বরং ধীরস্থির ভাবে হেঁটে এসে তাতে শামিল হও। যতটুকু পাও পড়ে নাও এবং যতটুকু ছুটে যায় পরে পূরণ করে নাও।” (বুখারী ৯০৮, মুসলিম ৬০২)"
১০০ সুসাব্যস্ত হাদিস,১৬,সহিহ হাদিস,,আবূ হুমাইদ আস সায়েদী অথবা আবূ উসাইদ (রাঃ) থেকে বর্ণিত:,"তিনি বলেন, রাসূলুল্লাহ (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) বলেছেন, “তোমাদের কেউ যখন মসজিদে প্রবেশ করে, তখন যেন বলে, ‘আল্লাহুম্মাফ তাহলী আবওয়াবা রাহমাতিক’। (হে আল্লাহ্! আমার জন্য তোমার রহমতের দরজাসমূহ খুলে দাও।) আর যখন বের হয়, তখন যেন বলে, ‘আল্লাহুম্মা ইন্নি আসআলুকা মিন ফায-লীকা’। (হে আল্লাহ্! আমি তোমার অনুগ্রহ কামনা করছি।)” (মুসলিম ৭১৩)"
১০০ সুসাব্যস্ত হাদিস,১৭,সহিহ হাদিস,,মুসা ইবনে তালহা (রাঃ) থেকে বর্ণিত:,"মুসা ইবনে তালহা (রাঃ) তার পিতা থেকে বর্ণনা করেছেন, তিনি বলেন, রাসূলুল্লাহ (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) বলেছেন, “যখন তোমাদের কেউ নিজের সামনে বাহনের জিনের পিছনের কাঠের ন্যায় কিছু রেখে নিয়ে নামায পড়লে সামনে দিকে কেউ অতিক্রম করলে তার কোন পরোয়া করার দরকার নেই।” (মুসলিম ৪৯৯)"
১০০ সুসাব্যস্ত হাদিস,১৮,সহিহ হাদিস,,আবূ যুবায়ের থেকে বর্ণিত:,"তিনি ত্বাউসকে বলতে শুনেছেন, তিনি বলেছেন, আমরা ইবনে আব্বাস (রাঃ) কে দু’পায়ের উপর ইক্কআ’র নিয়মে বসা সম্পর্কে জিজ্ঞাসা করলে তিনি বললেন, এটা সুন্নত। আমরা তাঁকে বললাম, এতে তো পায়ের প্রতি যুলুম করা হয়। তখন ইবনে আব্বাস (রাঃ) বললেন, বরং এটা তোমার নবীর সুন্নত। (মুসলিম ৫৩৬)"
১০০ সুসাব্যস্ত হাদিস,১৯,সহিহ হাদিস,,আবূ হুমায়েদ আসসায়েদী (রাঃ) থেকে বর্ণিত:,"তিনি বলেন, “রাসূলুল্লাহ (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) যখন শেষ রাকাআ’তে বসতেন, তখন বাম পা এগিয়ে দিয়ে ডান পা খাড়া করে দিয়ে নিতম্বের উপর বসতেন।” (বুখারী ৮২৮)"
১০০ সুসাব্যস্ত হাদিস,২০,সহিহ হাদিস,,আব্দুল্লাহ ইবনে উমার (রাঃ) থেকে বর্ণিত:,"তিনি বলেন, আমরা যখন নবী করীম (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম)-এর পিছনে নামায পড়তাম---শেষে বললেন, অতঃপর (তাশাহহুদ ও দরূদের পর) প্রত্যেকে নিজের পছন্দমত দুআ বেছে নিয়ে দুআ করবে।” (বুখারী ৮৩৫)"
১০০ সুসাব্যস্ত হাদিস,২১,সহিহ হাদিস,,উম্মে হাবীবা (রাঃ) থেকে বর্ণিত:,"তিনি রাসূলুল্লাহ (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম)-কে বলতে শুনেছেন যে, “কোন মুসলিম যখন আল্লাহ্‌র জন্য প্রতিদিন ফরয নামাযগুলো ছাড়াও আরো বার রাকআ’ত সুন্নত নামায পড়ে, আল্লাহ্ তার জন্য জান্নাতের একটি ঘর তৈরী করেন।” (মুসলিম ১৬৯৬)"
১০০ সুসাব্যস্ত হাদিস,২২,সহিহ হাদিস,,আবূ যার (রাঃ) থেকে বর্ণিত:,"আবূ যার (রাঃ) নবী করীম (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) থেকে বর্ণনা করেন, তিনি বলেন, “তোমাদের প্রত্যেকেই এমন অবস্থায় প্রভাব করে যে, তাকে তার প্রত্যেক জোড়াগুলোর পরিবর্তে সাদকাহ দেয়া লাগে। কাজেই প্রত্যেক বার ‘লা-ইলাহা ইল্লাল্লাহু’ বলা সাদকাহ হিসেবে বিবেচিত হয়, প্রত্যেক বার ‘আল্লাহু আকবর’ বলা সাদকা হিসেবে গণ্য হয় এবং সৎ কাজের আদেশ ও অসৎ কাজের নিষেধ করাও সাদকাহ হিসেবে বিবেচিত হয়। আর এসবের মুকাবিলায় চাশতের দু’রাকআ’ত নামাযই হবে যথেষ্ট”। (মুসলিম ৭২০)"
১০০ সুসাব্যস্ত হাদিস,২৩,সহিহ হাদিস,,আবু হুরায়রা (রাঃ) থেকে বর্ণিত:,"রাসূলুল্লাহ (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম)-কে জিজ্ঞাসা করা হলো, ফরয নামাযের পর কোন নামায সর্বোত্তম? তিনি বললেন, ‘ফরয নামাযের পর সর্বোত্তম নামায হলো, রাতে উঠে নামায পড়া।’ (মুসলিম ১১৬৩)"
১০০ সুসাব্যস্ত হাদিস,২৪,সহিহ হাদিস,,ইবনে উমার (রাঃ) থেকে বর্ণিত:,"নবী করীম (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) বলেছেন, “তোমরা তোমাদের রাতের শেষ নামাযকে বিতর করে নাও।” (বুখারী ৯৯৮, মুসলিম ৭৫১)"
১০০ সুসাব্যস্ত হাদিস,২৫,সহিহ হাদিস,,বর্ণনাকারী থেকে বর্ণিত:,"আনাস (রাঃ)-কে জিজ্ঞাসা করা হলো, রাসূলুল্লাহ (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) কি জুতো পরে নামায পড়েছেন? তিনিবললেন, হ্যাঁ। (বুখারী ৩৮৬)"
১০০ সুসাব্যস্ত হাদিস,২৬,সহিহ হাদিস,,ইবনে উমার (রাঃ) থেকে বর্ণিত:,"তিনি বলেন, নবী করীম (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) বাহনে চড়ে ও পায়ে হেঁটে ক্বুবার মসজিদে এসে দু’রাকআ’ত নামায পড়েছেন। (বুখারী ১১৯৪, মুসলিম ১৩৯৯)"
১০০ সুসাব্যস্ত হাদিস,২৭,সহিহ হাদিস,,জাবির (রাঃ) থেকে বর্ণিত:,"তিনি বলেন, রাসূলুল্লাহ (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) বলেছেন, “যখন তোমাদের কেউ মসজিদে নামায সমাপ্তি করে সে যেন তার নামাযের কিছু অংশ তার বাড়িতে পড়ার জন্য ছেড়ে রাখে। কারন, আল্লাহ্ বাড়িতে নামায পড়ার মধ্যে অনেক কল্যাণ রেখেছেন।” (মুসলিম ৭৭৮)"
